Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Position,Image Alt Text,Gift Card,Variant Weight Unit,Variant SKU,Variant Compare At Price,Variant Barcode,SEO Description,Cost per item,custom_fields[pid],Image Src,Collection
simotics-s-1fk2-ct-servo-motor-m0-27-nm-pn-4-0-kw-at-nn-2000-1fk2208-5ac01-1mb0,SIMOTICS S-1FK2 CT Servo motor M0=27 Nm  PN = 4.0 kW at nN=2000- 1FK2208-5AC01-1MB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=27 Nm  PN = 4.0 kW at nN=2000 rpm  Converter at max. 480 V supply system  Degree of protection IP65  Shaft D32x58 mm with fitted key  Absolute encoder 22-bit + 12-bit Multiturn (encoder AM22DQC)  With DRIVE-CLiQ interface  Power connector Size M23</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22085AC011MB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2208-5AC01-1MB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=27 Nm PN = 4.0,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,17,shopify,45000,continue,manual,1790,1,1,1,,0,kg,,,,,,1FK2208-5AC01-1MB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-22-nm-pn-3-6-kw-at-nn-2000-1fk2208-4ac11-0sb0,SIMOTICS S-1FK2 CT Servo motor M0=22 Nm  PN = 3.6 kW at nN=2000- 1FK2208-4AC11-0SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=22 Nm  PN = 3.6 kW at nN=2000 rpm  Converter at max. 480 V supply system  With holding brake  Degree of protection IP65  Cylindrical shaft D32x58 mm  Absolute value encoder singleturn 22-bit (encoder AS22DQC)  With DRIVE-CLiQ interface  Power connector Size M23</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22084AC110SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2208-4AC11-0SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=22 Nm PN = 3.6,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,17,shopify,45000,continue,manual,1680,1,1,1,,0,kg,,,,,,1FK2208-4AC11-0SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-22-nm-pn-3-6-kw-at-nn-2000-1fk2208-4ac01-0mb0,SIMOTICS S-1FK2 CT Servo motor M0=22 Nm  PN = 3.6 kW at nN=2000- 1FK2208-4AC01-0MB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=22 Nm  PN = 3.6 kW at nN=2000 rpm  Converter at max. 480 V supply system  Degree of protection IP65  Cylindrical shaft D32x58 mm  Absolute encoder 22-bit + 12-bit Multiturn (encoder AM22DQC)  With DRIVE-CLiQ interface  Power connector Size M23</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22084AC010MB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2208-4AC01-0MB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=22 Nm PN = 3.6,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,15,shopify,45000,continue,manual,1620,1,1,1,,0,kg,,,,,,1FK2208-4AC01-0MB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-3-2-nm-pn-1-kw-at-nn-3000-1fk2204-6af10-0sa0,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1 kW at nN=3000- 1FK2204-6AF10-0SA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1 kW at nN=3000 rpm  Converter at max. 480 V supply system  with holding brake  Degree of protection IP64  cylindrical shaft D19x40 mm  Absolute encoder single-turn 22 bit (encoder AS22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22046AF100SA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-6AF10-0SA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm PN = 1 k,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,786,1,1,1,,0,kg,,,,,,1FK2204-6AF10-0SA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-hd-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2104-5ak01-1mb0,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2104-5AK01-1MB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000rpm  Converter at max. 480 V supply system  Type of protection IP65  Absolute encoder 22-bit + 12-bit multi-turn (encoder AM22DQC)  with DRIVE-CLiQ interface  Power connector size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21045AK011MB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-5AK01-1MB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,836,1,1,1,,0,kg,,,,,,1FK2104-5AK01-1MB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-3-2-nm-pn-1-0-kw-at-nn-3000-1fk2204-6af01-0sb0,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1.0 kW at nN=3000- 1FK2204-6AF01-0SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1.0 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP65  Cylindrical shaft D19x40 mm  Absolute value encoder singleturn 22-bit (encoder AS22DQC)  With DRIVE-CLiQ interface  Power connector Size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22046AF010SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-6AF01-0SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm PN = 1.0,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,693,1,1,1,,0,kg,,,,,,1FK2204-6AF01-0SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2204-5ak01-0mb0,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2204-5AK01-0MB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000rpm  Converter at max. 480 V supply system  Type of protection IP65  Absolute encoder 22-bit + 12-bit multi-turn (encoder AM22DQC)  with DRIVE-CLiQ interface  Power connector size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22045AK010MB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-5AK01-0MB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,3,shopify,45000,continue,manual,836,1,1,1,,0,kg,,,,,,1FK2204-5AK01-0MB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2204-5af01-1sb0,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2204-5AF01-1SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP65  Shaft D19x40 mm with feather key  Absolute value encoder singleturn 22-bit (encoder AS22DQC)  With DRIVE-CLiQ interface  Power connector Size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22045AF011SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-5AF01-1SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,3,shopify,45000,continue,manual,657,1,1,1,,0,kg,,,,,,1FK2204-5AF01-1SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-22-nm-pn-3-6-kw-at-nn-2000-1fk2208-4ac11-0mb0,SIMOTICS S-1FK2 CT Servo motor M0=22 Nm  PN = 3.6 kW at nN=2000- 1FK2208-4AC11-0MB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=22 Nm  PN = 3.6 kW at nN=2000 rpm  Converter at max. 480 V supply system  With holding brake  Degree of protection IP65  Cylindrical shaft D32x58 mm  Absolute encoder 22-bit + 12-bit Multiturn (encoder AM22DQC)  With DRIVE-CLiQ interface  Power connector Size M23</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22084AC110MB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2208-4AC11-0MB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=22 Nm PN = 3.6,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,17,shopify,45000,continue,manual,1850,1,1,1,,0,kg,,,,,,1FK2208-4AC11-0MB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-hd-servo-motor-m0-1-27-nm-pn-0-4-kw-at-1fk2104-4af00-1sb0,SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm  PN = 0.4 kW at- 1FK2104-4AF00-1SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm  PN = 0.4 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP64  Shaft D19x40 mm with feather key  Absolute value encoder singleturn 22-bit (encoder AS22DQC)  With DRIVE-CLiQ interface  Power connector Size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21044AF001SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-4AF00-1SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm PN = 0.,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,2,shopify,45000,continue,manual,547,1,1,1,,0,kg,,,,,,1FK2104-4AF00-1SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-hd-servo-motor-m0-1-27-nm-pn-0-4-kw-at-1fk2104-4af00-1ma0,SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm  PN = 0.4 kW at- 1FK2104-4AF00-1MA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm  PN = 0.4 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP64  Shaft D19x40 mm with feather key  Absolute encoder 22-bit + 12-bit multi-turn (encoder AM22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21044AF001MA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-4AF00-1MA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm PN = 0.,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,2,shopify,45000,continue,manual,726,1,1,1,,0,kg,,,,,,1FK2104-4AF00-1MA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2204-5af10-1ma0,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2204-5AF10-1MA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000 rpm  Converter at max. 480 V supply system  with holding brake  Degree of protection IP64  Shaft D19x40 mm with feather key  Absolute encoder 22-bit + 12-bit multi-turn (encoder AM22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22045AF101MA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-5AF10-1MA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,930,1,1,1,,0,kg,,,,,,1FK2204-5AF10-1MA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-3-2-nm-pn-1-0-kw-at-nn-3000-1fk2204-6af10-0mb0,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1.0 kW at nN=3000- 1FK2204-6AF10-0MB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1.0 kW at nN=3000 rpm  Converter at max. 480 V supply system  With holding brake  Degree of protection IP64  Cylindrical shaft D19x40 mm  Absolute encoder 22-bit + 12-bit Multiturn (encoder AM22DQC)  With DRIVE-CLiQ interface  Power connector Size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22046AF100MB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-6AF10-0MB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm PN = 1.0,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,965,1,1,1,,0,kg,,,,,,1FK2204-6AF10-0MB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2204-5ak01-0sa0,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2204-5AK01-0SA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP65  cylindrical shaft D19x40 mm  Absolute encoder single-turn 22 bit (encoder AS22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22045AK010SA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-5AK01-0SA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,3,shopify,45000,continue,manual,657,1,1,1,,0,kg,,,,,,1FK2204-5AK01-0SA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2204-5ak10-0ma0,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2204-5AK10-0MA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000 rpm  Converter at max. 480 V supply system  with holding brake  Degree of protection IP64  cylindrical shaft D19x40 mm  Absolute encoder 22-bit + 12-bit multi-turn (encoder AM22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22045AK100MA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-5AK10-0MA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,930,1,1,1,,0,kg,,,,,,1FK2204-5AK10-0MA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-22-nm-pn-3-6-kw-at-nn-2000-1fk2208-4ac10-0sb0,SIMOTICS S-1FK2 CT Servo motor M0=22 Nm  PN = 3.6 kW at nN=2000- 1FK2208-4AC10-0SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=22 Nm  PN = 3.6 kW at nN=2000 rpm  Converter at max. 480 V supply system  With holding brake  Degree of protection IP64  Cylindrical shaft D32x58 mm  Absolute value encoder singleturn 22-bit (encoder AS22DQC)  With DRIVE-CLiQ interface  Power connector Size M23</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22084AC100SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2208-4AC10-0SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=22 Nm PN = 3.6,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,17,shopify,45000,continue,manual,1630,1,1,1,,0,kg,,,,,,1FK2208-4AC10-0SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2204-5ak00-0ma0,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2204-5AK00-0MA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP64  cylindrical shaft D19x40 mm  Absolute encoder 22-bit + 12-bit multi-turn (encoder AM22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22045AK000MA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-5AK00-0MA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,3,shopify,45000,continue,manual,786,1,1,1,,0,kg,,,,,,1FK2204-5AK00-0MA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-hd-servo-motor-m0-1-27-nm-pn-0-4-kw-at-1fk2104-4af11-1sa0,SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm  PN = 0.4 kW at- 1FK2104-4AF11-1SA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm  PN = 0.4 kW at nN=3000 rpm  Converter at max. 480 V supply system  with holding brake  Degree of protection IP65  Shaft D19x40 mm with feather key  Absolute encoder single-turn 22 bit (encoder AS22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21044AF111SA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-4AF11-1SA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm PN = 0.,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,3,shopify,45000,continue,manual,741,1,1,1,,0,kg,,,,,,1FK2104-4AF11-1SA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-hd-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2104-5af01-0mb0,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2104-5AF01-0MB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP65  Cylindrical shaft D19x40 mm  Absolute encoder 22-bit + 12-bit Multiturn (encoder AM22DQC)  With DRIVE-CLiQ interface  Power connector Size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21045AF010MB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-5AF01-0MB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,3,shopify,45000,continue,manual,836,1,1,1,,0,kg,,,,,,1FK2104-5AF01-0MB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2204-5ak10-1sb0,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2204-5AK10-1SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000rpm  Converter at max. 480 V supply system  with holding brake  Shaft D19x40 mm with feather key  Absolute encoder single-turn 22 bit (encoder AS22DQC)  with DRIVE-CLiQ interface  Power connector size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22045AK101SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-5AK10-1SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,750,1,1,1,,0,kg,,,,,,1FK2204-5AK10-1SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
